,movieCd,peopleNm,peopleNmEn,cast,castEn
0,20200566,전석호,JEON Suk-ho,광성,Kwang-sung
1,20200566,태인호,TAE In-ho,석호,Seok-ho
2,20200566,조성하,CHO Seong-ha,사형수,Imprisoned gangster
3,20200566,이원종,LEE Won-jong,신사,Gentleman
4,20200566,김민엽,,,
5,20200566,임승민,Leem Seung-min,재하,
6,20200566,최예빈,,,
7,20200566,최희진,CHOI Hee-jin,,
8,20200566,채서은,,,
9,20200566,이규현,,,
10,20200566,엄서현,,,
11,20200566,이교형,,,
12,20200566,권일,,,
0,20208101,박성웅,PARK Sung-woong,마성준,
1,20208101,양현민,YANG Hyun-min,청담도령,
2,20208101,류경수,RYU Gyeong-su,신남,
3,20208101,정경호,CHUNG Kyung-ho,그리고 손익수,
4,20208101,서지유,,정윤희,
5,20208101,남태우,NAM Tae-woo,무당선생,
6,20208101,기주봉,KI Joo-bong,원장,
7,20208101,백현주,BAEK Hyun-joo,원장부인,
8,20208101,문창길,MUN Chang-gil,윤희 아버지,
9,20208101,이용녀,LEE Yong-nyeo,최말자 권사,
10,20208101,김경익,KIM Gyeong-ik,현장소장,
11,20208101,박재홍,,대홍,
12,20208101,곽연근,,곽쌤,
13,20208101,이동희,,최아재,
14,20208101,양승호,,익수조직원1,
15,20208101,서태성,,익수조직원2,
16,20208101,이하늬,,익수조직원3,
17,20208101,이태룡,,익수조직원4,
18,20208101,권기하,KWON Ki-ha,익수조직원5,
19,20208101,이채현,,어린 익수,
20,20208101,이용희,,익수 부,
21,20208101,홍민수,,스님,
22,20208101,김준희,,교도관,
23,20208101,유순웅,YU Soon-woong,청담 부,
24,20208101,선학,,신남 신당손님,
25,20208101,이가경,LEE Ga-kyung,우는 여자(신당손님),
26,20208101,전재형,,건달(신당손님),
27,20208101,한이진,HAN Iee-jin,취준생(신당손님),
28,20208101,조기성,,백봉제자 대학생,
29,20208101,강홍렬,,무당학원 동기생1,
30,20208101,최재호,,무당학원 동기생2,
31,20208101,김서영,,무당학원 동기생3,
32,20208101,신승균,,장구 악사,
33,20208101,김동윤,,태평소 악사,
34,20208101,윤현준,,징 악사,
35,20208101,노형원,,엔딩경찰,
36,20208101,박정욱,,호스트바 실장,
37,20208101,정은성,,호스트바 여손님1,
38,20208101,곽지명,,호스트바 여손님2,
39,20208101,임은지,,호스트바 여손님3,
40,20208101,백란희,,호스트바 여손님4,
41,20208101,오혜현,,호스트바 여손님5,
42,20208101,이한누리,,호스트바 여손님6,
43,20208101,김진,,호스트바 여손님7,
44,20208101,오하늬,,호스트바 여손님8,
45,20208101,양경희,YANG Kyeong-hui,호스트바 여손님9,
46,20208101,정효진,,호스트바 여손님10,
47,20208101,한재욱,,호스트바 선수1,
48,20208101,홍준기,,호스트바 선수2,
49,20208101,이준상,,호스트바 선수3,
50,20208101,양정두,,호스트바 선수4,
51,20208101,김다니엘,,호스트바 선수5,
52,20208101,한동호,,호스트바 선수6,
53,20208101,장명진,,호스트바 선수8,
54,20208101,오창석,,호스트바 선수9,
55,20208101,최한규,,호스트바 경찰,
56,20208101,양준명,,대학생1,
57,20208101,변만후,,대학생2,
58,20208101,양경수,,대학생3,
59,20208101,김바다,KIM Ba-da,고문형사1,
60,20208101,이하형,,고문형사2,
61,20208101,주광현,,요양원근무자1,
62,20208101,김주경,,요양원근무자2,
63,20208101,최진혁,,요양원근무자3,
64,20208101,나대남,,중국집 배달원,
65,20208101,조미라,CHO Mi-ra,7구역 주민1,
66,20208101,김근영,,7구역 주민2,
67,20208101,허성우,,7구역 주민3,
68,20208101,김성하,,7구역 주민4,
69,20208101,이경재,,7구역 주민5,
70,20208101,서임철,,7구역 주민6,
71,20208101,최나무,,다방 여종업원,
72,20208101,김봉수,,노년 이발소주인,
73,20208101,윤효식,YOON Hyo-sik,중년남자 목소리,
74,20208101,임상희,,중년여자 목소리,
75,20208101,윤경호,YUN Gyeong-ho,백봉선생,
76,20208101,오대환,OH Dae-hwan,엔딩형사,
77,20208101,홍서준,HONG Seo-joon,신부,
78,20208101,서진원,SEO Jin-won,목사,
79,20208101,한선화,HAN Sun-hwa,여자 연예인,
80,20208101,최참사랑,,덕수궁선녀,
81,20208101,김용완,KIM Yong-wan,무당학원학생,
0,19900046,최재성,CHOI Jae-sung,,
1,19900046,신은경,SHIN Eun-kyung,,
2,19900046,강민경,KANG Min-kyung ,,
3,19900046,김보라나,KIM Boh-ra-nah ,,
4,19900046,김일우,KIM Il-woo,체육 선생,
0,19750143,신중현,SHIN Joong-hyun,,
1,19750143,김미영,Kim Mi-yeong,,
0,20226585,권해효,KWON Hae-hyo,,
1,20226585,이혜영,LEE Hye-young,,
2,20226585,송선미,SONG Sun-mi,,
3,20226585,조윤희,Cho Yunhee,,
4,20226585,박미소,Park Miso,,
5,20226585,신석호,Shin Seok-ho,,
0,20198429,소지섭,SO Ji-sub,,
1,20198429,김윤진,KIM Yun-jin,,
2,20198429,나나,Nana,,
3,20198429,최광일,CHOI Gwang-il,,
4,20198429,박현숙,PARK Hyun-suk,,
0,20198461,이성민,LEE Sung-min,한필주,
1,20198461,남주혁,NAM Joo-hyuk,박인규,
2,20198461,박근형,PARK Keun-hyong,김치덕,
3,20198461,정만식,JUNG Man-sik,강형사,
4,20198461,윤제문,YOON Je-moon,김무진,
5,20198461,송영창,SONG Young-chang,정백진,
6,20198461,문창길,MUN Chang-gil,양교수,
7,20198461,박병호,,도조 히사시,
8,20198461,최민철,CHOI Min-cheol,김중사,
9,20198461,남문철,NAM Mun-cheol,팀장,
10,20198461,양현민,YANG Hyun-min,최진만,
11,20198461,박세현,PARK Se-hyun,한옥선,
12,20198461,윤우,,청년 필주,
13,20198461,박서연,PARK Seo-yeon,김세정,
14,20198461,하도권,,치덕 경호대장,
15,20198461,이승준,,박중사,
16,20198461,정한빈,,최형사,
17,20198461,박민이,,양주 순경1,
18,20198461,이서준,LEE Seo-jun,양주 순경2,
19,20198461,송유현,SONG You-hyun,백진처,
20,20198461,하영,,릴리,
21,20198461,김귀선,,문상1,
22,20198461,이창직,,재향군인회1,
23,20198461,남민우,,젊은 치덕,
24,20198461,이우성,,청년 양교수,
25,20198461,김우진,,젊은 히사시,
26,20198461,한사명,HAN Sa-myung,필주 형,
27,20198461,함희수,,어린 필주,
28,20198461,정순원,JEONG Soon-won,진상남,
29,20198461,김훈만,,그랜드볼룸 구급대원,
30,20198461,정영섭,,형사1,
31,20198461,이재혁,,형사2,
32,20198461,조태일,,형사3,
33,20198461,박성현,,그랜드볼룸 경호원,
34,20198461,공경배,,진만패거리1,
35,20198461,박혜영,,간호사1,
36,20198461,황연희,HWANG Yeon-hui,청소부 아줌마,
37,20198461,설창희,SEOL Chang-hee,병원 젊은 남편,
38,20198461,권범택,KWAN Bum-tack,양복점 사장,
39,20198461,남상지,,다방 아가씨,
40,20198461,윤기창,YOON Ki-chang,카니발 남편,
41,20198461,박진영,,카니발 부인,
42,20198461,이지유,,카니발 여자아이,
43,20198461,김율호,KIM Yool-ho,무진 비서,
44,20198461,강충훈,,동상제막식 사회자,
45,20198461,권반석,,자위대 창설기념식 사회자,
46,20198461,구자건,,출판기념강연회 대학생,
47,20198461,정충구,,인규 부,
48,20198461,김민체,,인규 모,
49,20198461,배명진,BAE Myung-jin,렉카 운전사,
50,20198461,윤세웅,YOON Se-woong,택시기사,
51,20198461,백익남,,필주 부,
52,20198461,최솔희,,필주 모,
53,20198461,권민경,,필주 처,
54,20198461,오유미,,필주 딸2,
55,20198461,이승준,,치덕 인터뷰 진행자,
56,20198461,한창현,HAN Chang-hyun,교도관1,
57,20198461,박충환,,자전거 택배남,
58,20198461,서동복,,TGI 매니저,
59,20198461,강춘성,,TGI 직원1,
60,20198461,배기림,,TGI 직원3,
61,20198461,김도경,,타팀형사1,
62,20198461,전두현,,타팀형사2,
63,20198461,김태웅,,타팀형사3,
64,20198461,김성곤,KIM Seong-gon,필주사위1,
65,20198461,한지호,,생일파티 아이 아빠,
66,20198461,반혜영,,생일파티 아이 엄마,
67,20198461,조현수,,치덕경호대1,
68,20198461,김해준,,치덕경호대2,
69,20198461,이우주,,백진경호원2,
70,20198461,진범일,,무진 운전기사,
71,20198461,노희중,,시위대1,
72,20198461,한명철,,시위대2,
73,20198461,곽나연,,시위대3,
74,20198461,백승환,,한국 고위인사1,
75,20198461,김윤찬,,한국 고위인사2,
76,20198461,이정철,,한국 고위인사4,
77,20198461,최기상,,한국 고위인사5,
78,20198461,김성하,KIM Seong-ha,일본 고위인사1,
79,20198461,박병관,,일본 고위인사2,
80,20198461,김근영,,기모노 여인1,
81,20198461,송경아,,기모노 여인2,
82,20198461,박용복,,군 고위간부2,
83,20198461,황영수,,군 고위간부3,
84,20198461,강종성,,병원 환자무리1,
85,20198461,김상동,,병원 환자무리2,
86,20198461,김지현,,병원 연구원,
87,20198461,채승혜,,특실 간호사2,
88,20198461,박혜영,,강제연행소녀1,
89,20198461,정예서,,강제연행소녀2,
90,20198461,이다정,,강제연행소녀5,
91,20198461,서호준,,일본 헌병장교1,
92,20198461,김관수,,인력사무소 일본장교,
93,20198461,문지현,,여자 아나운서,
94,20198461,홍인아,,백진 뉴스 여기자,
95,20198461,정상현,,게임 초등학생,
96,20198461,김홍파,KIM Hong-pa,서원장,
0,20224598,여진구,YEO Jin-gu,,
1,20224598,조이현,CHO Yi-hyun,,
2,20224598,김혜윤,KIM Hye-yoon,,
3,20224598,나인우,,,
4,20224598,배인혁,,,
0,20170841,김태리,KIM Tae-ri,혜원,
1,20170841,류준열,RYU Jun-yeol,재하 ,
2,20170841,문소리,MOON So-ri,,
3,20170841,진기주,JIN Kijoo,은숙 ,
4,20170841,홍성덕,HONG Sung-duk,편의점 취객,
5,20170841,이광용,,유기농식당 손님,
6,20170841,이상준,,재하 사무실 직원,
7,20170841,김재훈,KIM Jae-hoon,대학 컴퍼스 학생들,
8,20170841,이유진,,"컵밥 거리, 고시학원",
9,20170841,김정은,,보조출연,
10,20170841,김주은,,"컵밥 거리, 고시학원",
11,20170841,이태영,,이사 온 아이,
12,20170841,김지윤,,"컵밥 거리, 고시학원",
13,20170841,오수엽,OH Su-yeob,편의점 알바생,
14,20170841,박미현,,유기농식당 손님,
15,20170841,박민지,,푸드트럭 커플,
16,20170841,박성준,,유기농식당 손님,
17,20170841,임정희,,유기농식당 손님,
18,20170841,박수현,,대학 컴퍼스 학생들,
19,20170841,박정희,,푸드 트럭,
20,20170841,박종찬,,푸드트럭 커플,
21,20170841,김혁,,재하 사무실 직원,
22,20170841,김호,,재하 직장상사,
23,20170841,강민지,,혜원 친구,
24,20170841,김다정,,유기농식당 손님,
25,20170841,김동혁,KIM Dong-Hyeok,유기농식당 손님,
26,20170841,김명희,KIM Myung-hee,마을 어르신,
27,20170841,최원석,,유기농식당 손님,
28,20170841,최혜림,,푸드 트럭,
29,20170841,김소정,,대학 컴퍼스 학생들,
30,20170841,김수현,,농협직원,
31,20170841,김은영,,재하 사무실 직원,
32,20170841,김예슬,,고등학생들,Highschool students
33,20170841,전국향,JEON Guk-hyang,복순 고모,
34,20170841,장재희,JANG Jae-hee,어린 혜원,
35,20170841,정준원,JUNG Jun-won,훈이,
36,20170841,김현지,,재하 전 여자친구,
0,20211546,임지호,ImJee Ho,,
1,20211546,양말복,YANG Mal-bok,,
2,20211546,양흥주,YANG Heung-joo,,
3,20211546,정보람,,,
0,20217126,박하선,PARK Ha-seon,정아,Jung-ah
1,20217126,오동민,OH Dong-min,우석, Woosuk
2,20217126,오민애,OH Min-ae,,
3,20217126,공성하,,,
4,20217126,허수민,HUR Soomin,서윤,soyun
5,20217126,임형국,LIM Hyung-kook,,
0,20224717,서현우,SEO Hyun-woo,태균,
1,20224717,이명로,,태민,
2,20224717,이설,LEE Sul,미영,
3,20224717,박승태,,옥순,
4,20224717,김규백,KIM Gyu-baek,준모,
5,20224717,최은아,CHOI Eun-a,인숙,
6,20224717,안일권,,기철,
7,20224717,윤성원,,민재,
8,20224717,박찬규,,민재 부하,
9,20224717,정세환,,전당포 직원,
10,20224717,이정철,,택시회사 사장,
11,20224717,이미은,LEE Mi-eun,미영 동료업자,
12,20224717,전성아,,모텔 사장,
13,20224717,최경준,CHOI Kyung-june,부산 남자,
14,20224717,황보정일,,부산 남자친구,
15,20224717,김선동,,준모 아버지,
16,20224717,주혁,,뚱보1,
17,20224717,손화영,,뚱보2,
18,20224717,정종열,JUNG Jong-yul,중년남,
19,20224717,박상규,,준모삼촌,
20,20224717,장준휘,JANG Jun-whee,택시동료기사,
0,20217624,송새벽,SONG Sae-byeok,,
1,20217624,라미란,RA Mi-ran,,
2,20217624,이범수,LEE Beom-su,,
3,20217624,이경영,LEE Gyoung-young,,
4,20217624,오대환,OH Dae-hwan,,
0,20211566,유다인,YOO Da-in,,
1,20211566,조은지,CHO Eunji,,
0,20192206,이병헌,LEE Byung-hun,리준평,
1,20192206,하정우,HA Jung-woo,조인창,
2,20192206,마동석,Don LEE,강봉래,
3,20192206,전혜진,JEON Hye-jin,전유경,
4,20192206,배수지,BAE Suzy,최지영,
5,20192206,손성찬,SON Seong-chan,각료 3,
6,20192206,서명찬,,국방 장관,
7,20192206,양지수,YANG Ji-su,수송장교,
8,20192206,박준영,,상황실 요원 1,
9,20192206,양대혁,,상황실 요원 2,
10,20192206,김재철,,사령부 비서관,
11,20192206,박지훈,,경호실장,
12,20192206,변우석,,"경호팀 1,2",
13,20192206,지화섭,,"경호팀 1,2",
14,20192206,김지민,,인솔 군인,
15,20192206,이정민,LEE Jung-min,청와대 비서실장,
16,20192206,허승,,도중령,
17,20192206,차시원,,본진 대원,
18,20192206,김훈만,,이석철 특파원,
19,20192206,손영순,SON Young-soon,피난민 할머니,
20,20192206,박태산,PARK Tae-san,중국 요원 1,
21,20192206,우진혁,,중국 요원 2,
22,20192206,신성일,,폐공장 북한군 1,
23,20192206,김세윤,,폐공장 북한군 2,
24,20192206,김정현,,산부인과 의사,
25,20192206,허지나,HUR Ji-na,엘리베이터 엄마,
26,20192206,김지훈,,엘리베이터 아이,
27,20192206,한창민,,강남역 우는 아이,
28,20192206,남상지,,간호사,
29,20192206,김연교,KIM Yeonkyo,대피소 간호사,
30,20192206,정윤하,JUNG Yun-ha,한국 통역관,
31,20192206,김하라,KIM Ha-ra,인천항 피난민 대표,
32,20192206,이은희,,이인혜 기자,
33,20192206,이상원,LEE Sang-won,박태식,
34,20192206,옥자연,OK Ja-yeon,민중사,
35,20192206,한수현,HAN Su-hyun,김상사,
36,20192206,강신철,GANG Sin-cheol,한중위,
37,20192206,이경영,LEE Gyoung-young,최장군,
38,20192206,조한철,CHO Han-cheul,대령,
39,20192206,최광일,CHOI Gwang-il,대통령,
40,20192206,김시아,KIM Si-a,순옥,
41,20192206,임형국,LIM Hyung-kook,첸,
42,20192206,박주환,PARK Joo-hwan,EOD 대원 박중사,
43,20192206,남성준,NAM Sung-jun,EOD 대원 남하사,
44,20192206,김민식,kimminsik,EOD 대원 김하사,
45,20192206,박지홍,,EOD 대원 박하사,
46,20192206,서현우,SEO Hyun-woo,1 차장,
47,20192206,김준원,KIM Jun-Won,훈련 중령,
48,20192206,남문철,NAM Mun-cheol,각료 1,
49,20192206,박성근,PARK Seong-keun,각료 2,
50,20192206,전도연,JEON Do-yeon,선화,
51,20192206,노종면,,YTN 앵커,
52,20192206,이광연,,YTN 앵커,
53,20192206,이종원,,YTN 앵커,
54,20192206,김경수,,YTN 앵커,
55,20192206,나경철,,뉴스 앵커,
56,20192206,박윤미,,뉴스 앵커,
57,20192206,염상훈,,뉴스 앵커,
58,20192206,차해리,,뉴스 앵커,
59,20192206,김태은,,뉴스 앵커,
60,20192206,서석규,,기자 1,
61,20192206,서문호,SEO Moon-ho,강남역 오타쿠,
62,20192206,장재희,JANG Jae-hee,순옥 닮은 여자아이,
63,20192206,나경진,,인천항 방송 / 평양시민,
64,20192206,김효준,,평양시민,
65,20192206,김성혁,,평양시민,
66,20192206,권수진,,평양시민,
67,20192206,임윤비,,평양시민,
68,20192206,장근영,,평양시민,
69,20192206,서문호,SEO Moon-ho,서울시민,
70,20192206,한동훈,,서울시민,
71,20192206,오지영,,서울시민,
72,20192206,박정숙,,함흥 할머니,
73,20192206,홍지아,,인창 주니어 1,
74,20192206,임수아,,인창 주니어 2,
75,20192206,권귀덕,KWON Kwi-deok,강아지 차주,
76,20192206,김기태,KIM Ki-tae,본진 대원들,
77,20192206,김찬욱,,본진 대원들,
78,20192206,김양원,,본진 대원들,
79,20192206,김시원,KIM Si-won,본진 대원들,
80,20192206,김대경,,본진 대원들,
81,20192206,강규현,,본진 대원들,
82,20192206,박범석,,본진 대원들,
83,20192206,이재한,,본진 대원들,
84,20192206,임무빈,,본진 대원들,
85,20192206,장나라,,본진 대원들,
86,20192206,서영재,,경호원,
87,20192206,김통령,,경호원,
88,20192206,최정현,CHOI Jeong-hyun,경호원,
89,20192206,이한결,,경호원,
90,20192206,안구희,,경호원,
91,20192206,정한빈,,경호원,
92,20192206,최홍락,,수송병,
93,20192206,정상균,,운전병,
94,20192206,이육헌,LEE Yuk-heon,소장,
95,20192206,권혁일,,군인들,
96,20192206,이두원,LEE Doo-won,군인들,
97,20192206,이창석,,군인들,
98,20192206,장용희,,중국뉴스 앵커,
99,20192206,김동빈,,한국군중,
100,20192206,김영경,,한국군중,
101,20192206,김진문,,한국군중,
102,20192206,민병욱,,한국군중,
103,20192206,윤슬기,,한국군중,
104,20192206,장태영,JANG Tae-young,한국군중,
105,20192206,정진혁,,한국군중,
106,20192206,한동훈,,한국군중,
107,20192206,백경윤,,북한군중,
108,20192206,고한민,,북한군중,
109,20192206,허승,,북한군중,
110,20192206,양지수,YANG Ji-su,인창 스탠드인,
111,20192206,한동훈,,준평 스탠드인,
112,20192206,서문호,SEO Moon-ho,봉래 스탠드인,
113,20192206,김연교,KIM Yeonkyo,"지영, 유경 스탠드인",
0,20211242,라미란,RA Mi-ran,,
1,20211242,정일우,JUNG Il-woo,,
2,20211242,김슬기,KIM Seul-ki,,
3,20211242,백현진,BEK Hyun-jin,,
0,20219310,김영옥,KIM Yeong-ok,말임,
1,20219310,김영민,KIM Young-min,종욱,
2,20219310,박성연,PARK Sung-yeon,미숙,
3,20219310,김혜나,KIM Hye-na,유진,
4,20219310,최서연,,유이,
5,20219310,심소영,,동숙,
6,20219310,김재록,KIM Jae-rok,부동산 사장,
7,20219310,김하진,KIM Ha-jin,미용실 사장,
8,20219310,이주미,Lee jumi,미용실 단골,
9,20219310,이지영,,미용실 단골,
10,20219310,김수정,,미용실단골,
11,20219310,이양희,LEE Yang-hee,유진 부,
12,20219310,박선옥,PARK SEON OK,유진 모,
13,20219310,이정은,LEE Jung-eun,보험공단 선임직원,
14,20219310,이경미,,유진 동생 수진,
15,20219310,김예슬,,유진 은행 동료,
16,20219310,김한상,,은행 항의 고객,
17,20219310,채윤희,,정형외과 고참 환자,
18,20219310,정서인,,정형외과 입원실 환자,
19,20219310,김봉희,,미선 모,
20,20219310,임강희,,미선 모 담당 의사,
21,20219310,최정원,,미선 모 병원 환자,
22,20219310,김준석,KIM Jun seok,미선 모 병원 환자 아들,
23,20219310,곽용,,미선 모 병원 원무과 직원,
24,20219310,이미선,,종욱 구직 면접관,
25,20219310,이미정,LeeMijoung,간병인센터 실장,
26,20219310,이현주,,요양병원 상담실장,
27,20219310,최자인,,요양병원 입원환자,
28,20219310,김태백,,옥매트 행사MC,
29,20219310,윤준협,,옥매트 행사도우미,
30,20219310,민재,,유진 친구 은행원,
31,20219310,손예원,SON Ye-won,대구 은행원,
32,20219310,이세아,,보험공단 직원,
33,20219310,김희윤,,커피숍 사장,
34,20219310,곽민준,,말임 담당의(신경정신과),
35,20219310,정경임,,신경정신과 환자,
36,20219310,반혜영,,신경정신과 환자 딸,
37,20219310,정보미,,여중생들,
38,20219310,정윤소,,여중생들,
39,20219310,박재희,,발레학원 원생들,
40,20219310,김영재,KIM Young-jae,말임 담당의(정형외과),
41,20219310,정성일,JUNG Sung-il,,
0,20209297,장차현실,,,
1,20209297,정은혜,JEONG Eun-hye,,
0,20216056,곽민규,KWAK Mingyu,공석우,GONG Seok-woo
1,20216056,한선화,HAN Sun-hwa,양영애,YANG Young-aeh
2,20216056,목규리,MOK Gyu-ri,수연,Su-yeon
0,20200523,김창열,Kim Tschang-Yeul,,
0,20206257,송강호,SONG Kang-ho,상현,
1,20206257,강동원,GANG Dong-won,동수,
2,20206257,배두나,BAE Doo-na,수진,
3,20206257,이지은,IU,소영,
4,20206257,이주영,LEE Jooyoung,이형사,
5,20206257,임승수,,해진,
6,20206257,박지용,,우성,
7,20206257,김선영,KIM Sunyoung,보육원 원장 부인,
8,20206257,이무생,LEE Moo-saeng,선호,
9,20206257,이동휘,LEE Dong-hwi,송씨,
10,20206257,김새벽,KIM Sae-byuk,송씨 부인,
11,20206257,백현진,BEK Hyun-jin,최형사,
12,20206257,오희준,OH Hee-jun,최형사 부하,
13,20206257,류경수,RYU Gyeong-su,태호,
14,20206257,종호,,영길,
15,20206257,성유빈,SUNG Yu-bin,영민,
16,20206257,박강섭,PARK Kang-sub,시우,
17,20206257,김금순,KIM Geum-soon,박여사,
18,20206257,강길우,KANG Gil-woo,임씨,
19,20206257,김예은,KIM Ye-eun,임씨 아내,
20,20206257,정지우,,윤씨 아내,
21,20206257,류지안,,윤아,
22,20206257,윤슬,,베이비박스 직원1,
23,20206257,장혜민,,베이비박스 직원2,
24,20206257,정종열,JUNG Jong-yul,베이비박스 목사,
25,20206257,최희진,,미숙,
26,20206257,이도군,,경찰,
27,20206257,김도연,KIM Do-yeon,선아,
28,20206257,최효상,,의사,
29,20206257,강민지,,간호사1,
30,20206257,이가경,LEE Ga-kyung,간호사2,
31,20206257,양권석,,택시운전수,
32,20206257,이두석,,규석,
33,20206257,박종현,,형사1,
34,20206257,전선호,,지영,
35,20206257,박영준,,보육원 직원,
36,20206257,황도윤,,베이비박스 아기1,
37,20206257,김다나,,베이비박스 아기2,
38,20206257,김수현,,베이비박스 아기3,
39,20206257,배가진,,베이비박스 보모1,
40,20206257,김진아,,베이비박스 보모2,
41,20206257,나경철,,뉴스 아나운서 목소리,
42,20206257,이가은혜,,KTXㅣ지하철 안내방송 목소리,
43,20206257,송새벽,SONG Sae-byeok,보육원 원장,
44,20206257,박해준,PARK Hae-joon,윤씨,
0,20209654,박해일,PARK Hae-il,해준,
1,20209654,탕웨이,Tang Wei,서래,
2,20209654,이정현,LEE Jung-hyun,정안,
3,20209654,고경표,GO Kyoung-pyo,수완,
4,20209654,김신영,KIM Sin-yong,연수,
5,20209654,정영숙,JUNG Young-sook,월요일할머니,
6,20209654,유승목,YOO Seung-mok,기도수,
7,20209654,서현우,SEO Hyun-woo,철성,
8,20209654,정이서,JUNG E-seo,미지,
9,20209654,이학주,LEE Hak-joo,이지구,
10,20209654,정소리,JEONG So-ri,PC방 알바,
11,20209654,신안진,SIN An-jin,산악구조대,
12,20209654,김도연,KIM Do-yeon,응급실 의사,
13,20209654,고민시,GO Min-si,[흰꽃] 무녀,
14,20209654,차서원,CHA Seo-won,[흰꽃] 류선생,
15,20209654,주인영,,간병업체실장,
16,20209654,윤성원,,서장,
17,20209654,최선자, ,서래엄마,
18,20209654,진용욱,JIN Yong-uk,심사국장,
19,20209654,안진상,,강력1팀장,
20,20209654,박정민,Park Jeongmin,홍산오,
21,20209654,박용우,PARK Yong-woo,임호신,
22,20209654,정하담,JEONG Ha-dam,오가인,
23,20209654,최대훈,CHOI Dae-hun,수면클리닉의사,
24,20209654,김미화,KIM Mi-hwa,자라아줌마,
25,20209654,곽은진,,[적색비상] 지민,
26,20209654,안성봉,AHN Seong-bong,[적색비상] 고빈,
27,20209654,김성곤,KIM Seong-gon,이포 형사1,
28,20209654,문순주,MOON Soon-joo,이포 형사2,
29,20209654,현직,,지혁,
30,20209654,한서울,,증인 커플녀,
31,20209654,김도담,,증인 커플남,
32,20209654,문정대,moon jung dae,발전소직원1,
33,20209654,유인혜,,발전소직원2,
34,20209654,권혁성,,철성친구2,
35,20209654,차상도,,자라도둑1,
36,20209654,강경수,,자라도둑2,
37,20209654,유태오,YOO Teo,이주임,
38,20209654,이지하,,아파트아줌마1,
39,20209654,전성애,JEON Sung-ae ,아파트아줌마2,
40,20209654,이경민,,휴게소냉면남,
41,20209654,이용녀,LEE Yong-nyeo,금요일할머니,
42,20209654,김귀례,,철성엄마,
43,20209654,김도담,,해준 스탠드인,
44,20209654,유다솜,,서래 스탠드인,
45,20209654,김민준,,기도수 암벽등반 대역,
46,20209654,김국진,,통역앱 남자 목소리,
47,20209654,김상현,KIM Sang-hyun,통역앱 여자 목소리,
0,20226739,이민규,,렉스,
1,20226739,전태열,,핑/볼카 	,
2,20226739,김은아,,블랙제니,
3,20226739,엄상현,UM Sang-hyun,미스터블랙/안키	,
4,20226739,성완경,,사우론사우루스	,
5,20226739,신용우,SHIN Yong-woo,티록,
6,20226739,홍범기,HONG Beom-gi,트록,
7,20226739,김율,,로키 ,
8,20226739,남도형,NAM Do-hyung,케티,
9,20226739,김명준,,스톰,
10,20226739,천지선,,포키,
11,20226739,김채하,,페리,
12,20226739,이영아,Lee Younga,비키,
13,20226739,최향윤,Choi Hyangyoon,토모,
0,20191162,은성호,,,
1,20191162,은건기,,,
2,20191162,손민서,,,
0,20212391,김영식,KIM Yeong-sik,,
0,20209349,장현성,JANG Hyun-sung,민석,Minsuk
1,20209349,안승균,,현재,Hyunjae
2,20209349,이일화,LEE Il-hwa,수원,Suwon
3,20209349,김국희,KIM Guk-hee,하영,Hayoung
4,20209349,양희준,,,
0,20227225,박하나,PARK Ha-na,,
1,20227225,허진,HEO Jin,,
2,20227225,정영주,JEONG Young-ju,,
0,20209343,박해일,PARK Hae-il,이순신,
1,20209343,공지삵,KONG JI SARG,,
2,20209343,변요한,BYUN Yo-han,와키자카 야스하루,
3,20209343,안성기,AHN Sung-ki,어영담,
4,20209343,손현주,SON Hyun-ju,원균,
5,20209343,김성규,KIM Sung-kyu,준사,
6,20209343,김성균,KIM Sung-kyun,가토,
7,20209343,김향기,KIM Hyang-gi,보름,
8,20209343,옥택연,OK Taec-yeon,임준영,
9,20209343,공명,GONG Myoung,이억기,
10,20209343,박지환,PARK Ji-hwan,나대용,
11,20209343,조재윤,JO Jae-yun,마나베 사마노조,
12,20209343,윤제문,YOON Je-moon,구로다 칸베에,
13,20209343,박훈,,이운룡,
14,20209343,윤진영,YOON Jin-young,송희립,
15,20209343,김강일,KIM Kang-il,구키 요시타카,
16,20209343,박재민,PARK Jae-min,와타나베 사치에몬,
17,20209343,이서준,LEE Seo-jun,사헤에,
18,20209343,김민재,KIM Min-jae,이언량,
19,20209343,김재영,KIM Jae-young,정운,
20,20209343,김구택,KIM Gu-taek,김완,
21,20209343,손경원,SON Kyoung-won,신호,
22,20209343,안성봉,AHN Seong-bong,권준,
23,20209343,이운산,LEE Woon-san,이기남,
24,20209343,김영웅,KIM Young-woong,정담,
25,20209343,공정환,GONG Jung-hwan,고바야카와 다카카케,
26,20209343,배현성,BAE Hyeon-seong,김천손,
27,20209343,김대명,,이영남,
28,20209343,정예훈,,이봉수,
29,20209343,김한민,KIM Han-min,권율,
30,20209343,김기호,,사헤에첩보대1(사헤에부장),
31,20209343,김기환,,고문받는 왜군포로,
32,20209343,강신구,,고바야카와 전령,
33,20209343,김영탁,,여진족장,
34,20209343,김공,,어영담부장,
35,20209343,이재한,,와키자카패잔병,
36,20209343,정제우,,와키자카부장1,
37,20209343,정연,,와키자카부장2,
38,20209343,윤대열,,마나베부장1,
39,20209343,김리우,,와타나베부장,
40,20209343,김현태,Hyun-tae Kim,의병1,
41,20209343,현봉식,HYUN Bong-sik,이광,
42,20209343,김범석,,이운룡부장,
