movieId,rating,reviewTime,comments,userId
949,3.5,20060527091132,,aaa
949,4.0,20000424175542,,aab
949,2.0,20000407073137,,aac
949,5.0,20000425185345,,aad
949,3.0,20050604005615,,aae
949,3.0,19980616144527,,aaf
949,4.0,19991111183744,,aag
949,5.0,20001119214758,,aah
949,4.5,20051204223230,,aai
949,3.5,20120622224449,,aaj
949,2.0,20010108065553,,aak
949,3.0,19971114102413,,aal
949,4.0,20001121033010,,aam
949,4.0,20000805142907,,aba
949,3.0,20001121211242,,abb
949,4.0,20000108004504,,abc
710,1.0,20000508141551,,abd
710,2.0,19970623135651,,abe
1408,1.0,19961229141900,,abf
1408,5.0,20140206035107,,abg
1408,3.0,19970206013510,,abh
1408,3.5,20060527090600,,abi
1408,4.0,19981007122803,,abj
1408,4.5,20040312133107,,abk
1408,3.0,20140427030544,,abl
1408,4.5,20041010175801,,abm
1408,3.5,20080817063452,,aca
1408,5.0,20000407053822,,acb
1408,1.0,20041202174228,,acc
1408,4.0,20020124052843,,acd
1408,4.5,20050603234510,,ace
1408,4.5,20120118205206,,acf
1408,3.5,20111120175914,,acg
1408,4.0,19980912065829,,ach
1408,4.0,19991012110309,,aci
1408,4.5,20030827195808,,acj
1408,3.5,20050409135914,,ack
1408,3.0,20061126220657,,acl
1408,5.0,19991229232750,,acm
1408,4.0,19990727225045,,ada
1408,4.0,20030415203715,,adb
1408,5.0,19991216040446,,adc
1408,2.5,20110128065123,,add
1408,4.5,20120609234245,,ade
1408,2.0,20000402142029,,adf
1408,3.0,19991015185404,,adg
1408,3.5,20140202150414,,adh
1408,2.0,20000602171941,,adi
1408,4.0,20001104214023,,adj
1408,3.0,19971114152240,,adk
1408,3.0,20001120094946,,adl
1408,4.0,19991231050041,,adm
1408,3.0,20020201200159,,aea
1408,3.0,20050322070048,,aeb
1408,3.5,20090619155001,,aec
1408,4.0,20060130222401,,aed
1408,5.0,19970708100411,,aee
1408,4.0,20050413150415,,aef
1408,2.0,20020418100506,,aeg
1408,5.0,19991101204756,,aeh
1408,3.0,20010618035138,,aei
524,2.0,20060801024557,,aej
524,3.5,20120310113805,,aek
524,2.5,20061220034627,,ael
524,3.0,19961103214615,,aem
524,3.0,20001121005045,,afa
524,3.0,20001228213501,,afb
524,3.0,19970131123822,,afc
524,4.0,20111107025719,,afd
524,4.0,20100327235448,,afe
524,3.5,20091020203318,,aff
524,3.0,20050328035509,,afg
524,4.0,20030930022123,,afh
524,3.0,19961124234853,,afi
524,2.5,20080904124357,,afj
524,5.0,19961019171449,,afk
524,4.0,20090201033118,,afl
524,4.0,20031205023318,,afm
524,4.5,20080712031250,,aga
524,5.0,20050322123107,,agb
524,3.5,20031217212039,,agc
524,4.0,19991012100747,,agd
524,4.0,19970127145747,,age
524,2.5,20030827200212,,agf
524,5.0,20001201021316,,agg
524,4.0,19991230043245,,agh
524,3.0,20021208232752,,agi
524,4.0,19960830231943,,agj
524,2.0,20001210035107,,agk
524,3.0,20110128082143,,agl
524,5.0,19960523080719,,agm
524,5.0,19960606113413,,aha
524,1.0,20020529134921,,ahb
524,4.5,20100626061107,,ahc
524,3.0,20050413152412,,ahd
524,5.0,20090107164159,,ahe
524,3.0,20010715214653,,ahf
4584,5.0,20030926224342,,ahg
5,4.5,20040821063458,,ahh
5,3.0,19970215114302,,ahi
5,3.0,19970318174634,,ahj
5,3.0,19970214132948,,ahk
5,5.0,20130424193305,,ahl
5,5.0,19970122173203,,ahm
5,3.0,19960716102133,,aia
5,3.0,20160331062426,,aib
5,4.0,19960815091956,,aic
5,3.0,20041010174900,,aid
5,5.0,19961009180747,,aie
5,4.0,19960910023822,,aif
5,1.0,20130219032242,,aig
5,4.5,20140421081719,,aih
5,2.5,20050424021028,,aii
5,3.0,19961218135546,,aij
5,4.0,19970109063925,,aik
5,4.0,19961019170645,,ail
5,4.0,20000525030742,,aim
5,2.5,20080817063740,,aja
5,4.0,19970221133643,,ajb
5,4.5,20050411015535,,ajc
5,3.0,20010606211559,,ajd
5,2.0,19961107041325,,aje
5,3.0,19961229122433,,ajf
5,4.0,19970121203517,,ajg
5,4.0,20060217051736,,ajh
5,3.5,20030903200459,,aji
5,2.0,20000418182033,,ajj
5,3.5,20050110110424,,ajk
5,3.0,19970506071103,,ajl
5,3.0,19970623132039,,ajm
5,2.0,19961216081138,,aka
5,2.0,20050224205833,,akb
5,2.0,20000508141534,,akc
5,4.0,20020412211322,,akd
5,3.0,20130621154414,,ake
5,4.0,19960414142359,,akf
5,4.5,20060220171025,,akg
5,3.0,20001210042917,,akh
5,1.0,20160816221547,,aki
5,1.0,19970122002748,,akj
5,3.0,19961007112445,,akk
5,3.0,19991216172239,,akl
5,3.0,19970621221830,,akm
5,3.0,19970303161047,,ala
5,3.5,20061229215338,,alb
5,3.0,20001121201952,,alc
5,3.0,19961122155147,,ald
5,4.5,20050519041607,,ale
5,3.0,20020418111335,,alf
5,3.0,19970413170252,,alg
5,4.0,19960613032148,,alh
5,3.0,19961009175511,,ali
5,4.0,20060418202851,,alj
5,3.0,20010624015325,,alk
8012,5.0,20100902102948,,all
8012,4.0,20101206014930,,alm
8012,4.5,20050304205258,,ama
8012,4.0,20060128195856,,amb
451,3.0,19970206014820,,amc
451,4.0,19991215171159,,amd
451,4.0,20001120054313,,ame
451,1.0,19991216163342,,amf
451,3.0,20001121124552,,amg
451,4.0,20001120103020,,amh
451,5.0,19991023200040,,ami
63,3.0,19970206005229,,amj
63,0.5,20121029210613,,amk
63,4.0,19970122174133,,aml
63,3.5,20110503083444,,amm
63,4.0,20020316222657,,ana
63,2.0,20000801012354,,anb
687,3.0,19961019174208,,anc
687,3.0,19960624185344,,and
577,3.0,20010111021829,,ane
577,1.0,20001121205102,,anf
2054,3.0,20000207040154,,ang
2054,2.0,20010816051030,,anh
2054,1.0,19991211201110,,ani
2054,2.0,20001121012759,,anj
2054,2.0,20001228214451,,ank
2054,3.0,19981007125951,,anl
2054,2.5,20080714160916,,anm
2054,2.5,20130424193011,,aoa
2054,3.5,20091015121151,,aob
2054,2.5,20061119055628,,aoc
2054,3.0,20090415030816,,aod
2054,4.0,20000220011228,,aoe
2054,2.0,20000610211449,,aof
2054,3.0,20060203202239,,aog
2054,3.0,20130219035255,,aoh
2054,2.0,19991228201133,,aoi
2054,1.0,20060607024340,,aoj
2054,1.0,20050419103309,,aok
2054,3.0,20120809110358,,aol
2054,3.0,20050322081052,,aom
2054,1.5,20120630090421,,apa
2054,3.0,19981003020927,,apb
2054,3.0,20011019203607,,apc
2054,2.0,20001128130336,,apd
2054,3.0,19980718174857,,ape
2054,2.5,20080810215004,,apf
2054,3.0,20160507163355,,apg
2054,1.0,20001002201346,,aph
2054,4.0,20000407061957,,api
2054,3.0,20020118020238,,apj
2054,3.0,20000317053837,,apk
2054,3.0,20020908232506,,apl
2054,3.0,20110901163754,,apm
2054,3.0,20040114181832,,aqa
2054,2.0,20000801001101,,aqb
2054,4.0,20030307213559,,aqc
2054,3.0,20110307091820,,aqd
2054,2.0,20000418182423,,aqe
2054,3.5,20040907192941,,aqf
2054,3.5,20060616195054,,aqg
2054,3.5,20060518234151,,aqh
2054,3.0,20030207211001,,aqi
2054,1.0,20060905233203,,aqj
2054,3.0,20000504230056,,aqk
2054,3.0,19991111190519,,aql
2054,3.0,19991004113520,,aqm
2054,2.5,20060717152004,,ara
2054,0.5,20050402183303,,arb
2054,3.0,20050305190634,,arc
2054,3.5,20080705052406,,ard
2054,2.5,20110430040628,,are
2054,4.0,20060127170215,,arf
2054,3.0,20021228223045,,arg
2054,3.0,20020302004338,,arh
2054,1.5,20160816221112,,ari
2054,3.0,20030415204500,,arj
2054,3.0,19991212055807,,ark
2054,2.5,20110128062743,,arl
2054,4.5,20100430231725,,arm
2054,1.0,20081210215555,,asa
2054,2.0,19991118132508,,asb
2054,4.0,19991216164120,,asc
2054,3.5,20090603210219,,asd
2054,4.0,20070228210235,,ase
2054,4.0,20001121200740,,asf
2054,3.5,20050322070018,,asg
2054,2.0,20061226182821,,ash
2054,1.0,20050724010732,,asi
2054,2.5,20100610080751,,asj
2054,3.0,20060131105709,,ask
2054,2.0,20010122202435,,asl
2054,3.5,20050608162004,,asm
2054,4.0,20020418102355,,ata
2054,3.5,20030520084528,,atb
2054,4.0,20000319064847,,atc
2054,3.0,20010619001346,,atd
755,2.0,19991101121228,,ate
8447,1.0,20040613181849,,atf
2086,5.0,20000207040154,,atg
2045,3.0,20030527210711,,ath
2045,3.0,20001210035835,,ati
2045,3.0,20000402142128,,atj
2045,4.0,19991216183321,,atk
2045,4.0,20001104222033,,atl
688,3.0,20001228220111,,atm
688,1.0,19960716102441,,aua
688,2.5,20040624063010,,aub
688,2.0,19981209194744,,auc
688,4.0,19961019171613,,aud
688,2.0,20010606213430,,aue
688,3.0,20010708200347,,auf
688,2.0,20001104222644,,aug
688,2.0,20020418101702,,auh
688,3.0,20000118021040,,aui
103,4.0,19960330191230,,auj
103,4.0,19970121204107,,auk
103,3.0,19980201225129,,aul
